
|    100949 | SerpienteReinaCorn        | Choco     | MACHO   |      5 | Julieta         | 52 646 5487214  | 
|    354177 | Erizo                     | Rex       | HEMBRA  |      2 | Juan            | 52 646 7386257  | 
|    354556 | Cobaya                    | Nico      | HEMBRA  |      3 | Juliana         | 52 646 4291868  | 
|    365354 | PezGoldfish               | Perla     | HEMBRA  |     19 | Marisol         | 52 646 5007902  | 
|    367017 | Gecko                     | Kira      | MACHO   |      7 | Ricardo         | 52 646 0050469  | 
|    369291 | IguanaVerde               | Toby      | HEMBRA  |     10 | Santiago        | 52 646 2128695  | 
|    371985 | SerpienteCornSnake        | Toby      | HEMBRA  |     13 | Lucia           | 52 646 0188866  | 
|    372940 | ConejoEnano               | Nico      | HEMBRA  |     18 | Angel           | 52 646 6673672  | 
|    377066 | GeckoLeopardo             | Nala      | HEMBRA  |     18 | Pedro           | 52 646 0107916  | 
|    379642 | TortugaTerrestre          | Simba     | MACHO   |     16 | Miguel          | 52 646 8352500  | 
|    380525 | Gallo                     | Simba     | HEMBRA  |     14 | Emilio          | 52 646 5809356  | 
|    380664 | Paloma                    | Thor      | HEMBRA  |     13 | Pedro           | 52 646 6476602  | 
|    380787 | Gato                      | Lola      | HEMBRA  |     11 | Sofia           | 52 646 0160360  | 
|    388456 | Cobaya                    | Canela    | HEMBRA  |     17 | Ricardo         | 52 646 5673529  | 
|    388516 | Iguana                    | Nina      | MACHO   |      8 | Angel           | 52 646 0146353  | 
|    389588 | TortugaTerrestre          | Toby      | HEMBRA  |      1 | Gabriela        | 52 646 6328189  | 
|    390183 | Canario                   | Simba     | HEMBRA  |      8 | Carolina        | 52 646 5547388  | 
|    394888 | Carpincho                 | Bongo     | MACHO   |      5 | Alfonso         | 52 646 1867330  | 
|    394958 | Tucan                     | Lucky     | MACHO   |      8 | Lorena          | 52 646 5031469  | 
|    396647 | HurónEuropeo             | Sasha     | MACHO   |     14 | Beatriz         | 52 646 4437094  | 
|    396832 | PeriquitoAustraliano      | Nina      | HEMBRA  |     12 | Andres          | 52 646 2909842  | 
